Geneid	Length
FBgn0028837	1203
FBgn0024558	1128
FBgn0053107	1067
FBgn0038989	1307
FBgn0014949	477
FBgn0051158	8255
FBgn0051156	3193
FBgn0038993	1183
FBgn0051159	2481
FBgn0051161	1666
FBgn0263863	1268
FBgn0020278	7671
FBgn0263452	503
FBgn0263451	1097
FBgn0266418	9604
FBgn0046114	1505
FBgn0039002	559
FBgn0039003	2671
FBgn0039004	3742
FBgn0263986	2619
FBgn0039006	1872
FBgn0039007	1249
FBgn0039008	1308
FBgn0039009	2504
FBgn0039010	2919
FBgn0051151	6473
FBgn0024958	2882
FBgn0267208	331
FBgn0039013	1531
FBgn0266409	3708
FBgn0039015	928
FBgn0039016	6913
FBgn0039017	1757
FBgn0263143	2328
FBgn0039019	986
FBgn0039020	1099
FBgn0051139	1312
FBgn0086253	1534
FBgn0039025	2208
FBgn0039026	8549
FBgn0039022	2267
FBgn0039023	2272
FBgn0039024	2213
FBgn0040588	835
FBgn0262537	549
FBgn0262538	722
FBgn0262539	476
FBgn0262540	310
FBgn0262541	554
FBgn0263513	93
FBgn0263663	3445
FBgn0039027	2597
FBgn0039028	1696
FBgn0265450	3575
FBgn0039029	2154
FBgn0264428	717
FBgn0017590	4052
FBgn0039030	1112
FBgn0267757	537
FBgn0263664	528
FBgn0051281	1491
FBgn0039031	895
FBgn0263390	2796
FBgn0039033	1164
FBgn0039034	1152
FBgn0263408	1332
FBgn0085404	2266
FBgn0265156	440
FBgn0039038	1778
FBgn0039039	3356
FBgn0039040	1076
FBgn0265157	565
FBgn0039041	429
FBgn0039042	672
FBgn0039043	1433
FBgn0039044	2136
FBgn0041225	1215
FBgn0267758	5069
FBgn0039045	1570
FBgn0053193	2235
FBgn0027526	1202
FBgn0039048	2959
FBgn0039054	4391
FBgn0039050	3171
FBgn0039049	3023
FBgn0039051	1373
FBgn0039052	1291
FBgn0039053	1291
FBgn0039055	3473
FBgn0039056	3527
FBgn0051365	2335
FBgn0051457	1342
FBgn0004644	2370
FBgn0004395	6328
FBgn0039058	1233
FBgn0039059	810
FBgn0265042	5246
FBgn0284226	3202
FBgn0262975	9178
FBgn0011596	2391
FBgn0039064	7390
FBgn0039065	1677
FBgn0039066	2869
FBgn0039067	2744
FBgn0039068	1091
FBgn0004882	9551
FBgn0025781	2615
FBgn0039069	1974
FBgn0039070	1959
FBgn0039071	1795
FBgn0003118	6119
FBgn0267759	300
FBgn0264326	6849
FBgn0016119	704
FBgn0024509	1809
FBgn0002622	1133
FBgn0039073	1686
FBgn0265381	644
FBgn0262009	558
FBgn0262010	471
FBgn0039075	6076
FBgn0051515	469
FBgn0263217	423
FBgn0265382	540
FBgn0039077	1068
FBgn0259193	1782
FBgn0259194	1836
FBgn0039078	5842
FBgn0263777	428
FBgn0051225	1677
FBgn0039079	1638
FBgn0265383	605
FBgn0039080	1680
FBgn0085318	569
FBgn0039081	2497
FBgn0039083	1438
FBgn0039084	4025
FBgn0039085	1764
FBgn0039086	1758
FBgn0039087	1856
FBgn0039088	2401
FBgn0039089	3358
FBgn0039091	2212
FBgn0053337	2127
FBgn0039092	2088
FBgn0039093	2058
FBgn0051143	83
FBgn0039094	1330
FBgn0051145	4945
FBgn0039098	773
FBgn0039099	712
FBgn0040227	2012
FBgn0039101	1215
FBgn0042106	1723
FBgn0039102	1267
FBgn0027512	5028
FBgn0264504	683
FBgn0039104	833
FBgn0043005	2177
FBgn0047351	967
FBgn0051148	1777
FBgn0051413	1782
FBgn0051414	2335
FBgn0264844	650
FBgn0039106	1000
FBgn0039107	1484
FBgn0002922	1532
FBgn0039108	1864
FBgn0039109	1985
FBgn0065098	382
FBgn0028691	1679
FBgn0263782	3818
FBgn0267760	733
FBgn0039110	1770
FBgn0028684	1627
FBgn0028475	3296
FBgn0039111	1068
FBgn0039112	894
FBgn0039113	2262
FBgn0039114	1960
FBgn0039115	970
FBgn0039116	1008
FBgn0039117	4332
FBgn0039118	1064
FBgn0039120	6846
FBgn0015513	7465
FBgn0053111	2916
FBgn0085384	5589
FBgn0260634	9097
FBgn0262974	556
FBgn0004187	164
FBgn0004186	164
FBgn0004185	164
FBgn0025574	2975
FBgn0013347	617
FBgn0039124	1726
FBgn0016754	6427
FBgn0051141	961
FBgn0039125	1978
FBgn0039126	1091
FBgn0264741	1159
FBgn0264740	1155
FBgn0047114	644
FBgn0015282	1625
FBgn0039128	1029
FBgn0039129	666
FBgn0039130	1562
FBgn0001098	2343
FBgn0039131	1923
FBgn0005674	5453
FBgn0267761	1084
FBgn0039132	2026
FBgn0051140	7622
FBgn0283548	74
FBgn0051451	1563
FBgn0039135	1046
FBgn0039136	1956
FBgn0039137	3259
FBgn0015795	1700
FBgn0053108	1100
FBgn0051184	643
FBgn0020647	5938
FBgn0039139	1971
FBgn0039140	3791
FBgn0039141	3929
FBgn0005649	4010
FBgn0043455	1321
FBgn0264325	1493
FBgn0026576	2110
FBgn0264906	558
FBgn0039145	702
FBgn0001230	2231
FBgn0040283	3924
FBgn0053100	6418
FBgn0013343	4164
FBgn0039147	968
FBgn0039149	644
FBgn0039150	2174
FBgn0053536	84
FBgn0039152	7408
FBgn0039151	2212
FBgn0039153	1786
FBgn0026317	3896
FBgn0266673	2380
FBgn0039154	712
FBgn0039155	1993
FBgn0051133	1532
FBgn0267339	1184
FBgn0015765	1634
FBgn0039156	2008
FBgn0039157	5377
FBgn0039158	1373
FBgn0039159	600
FBgn0026598	4039
FBgn0039160	1362
FBgn0039161	1441
FBgn0029503	1241
FBgn0039163	1119
FBgn0266282	3590
FBgn0039165	2810
FBgn0011725	4723
FBgn0039167	4088
FBgn0026257	2049
FBgn0039169	3490
FBgn0039170	1516
FBgn0039172	1694
FBgn0002863	243
FBgn0266744	779
FBgn0043884	14639
FBgn0264901	534
FBgn0261452	119
FBgn0039175	1960
FBgn0011225	5641
FBgn0051130	84
FBgn0086365	2700
FBgn0019952	2533
FBgn0039177	1548
FBgn0267222	458
FBgn0039178	2887
FBgn0085319	932
FBgn0263398	2485
FBgn0039180	978
FBgn0259685	8144
FBgn0028471	3490
FBgn0267762	967
FBgn0011785	7244
FBgn0039182	4622
FBgn0039183	3588
FBgn0039184	2715
FBgn0262457	64
FBgn0011581	1178
FBgn0039186	4576
FBgn0039187	5299
FBgn0039188	1814
FBgn0039189	1676
FBgn0039190	921
FBgn0053339	1018
FBgn0053340	1152
FBgn0039192	714
FBgn0039193	660
FBgn0261993	642
FBgn0261994	691
FBgn0053341	946
FBgn0039194	1047
FBgn0039195	1484
FBgn0039196	1506
FBgn0086610	660
FBgn0039197	1633
FBgn0039198	1037
FBgn0039199	1139
FBgn0039200	752
FBgn0000036	11027
FBgn0263409	603
FBgn0267612	644
FBgn0267209	521
FBgn0051128	860
FBgn0000039	2387
FBgn0262389	71
FBgn0004118	4018
FBgn0039201	2622
FBgn0003134	3210
FBgn0264791	454
FBgn0039202	1201
FBgn0039203	1021
FBgn0039204	1514
FBgn0039205	725
FBgn0262167	5610
FBgn0039207	5283
FBgn0266758	3510
FBgn0011845	72
FBgn0004188	107
FBgn0004189	107
FBgn0004190	107
FBgn0039209	7133
FBgn0267763	535
FBgn0039210	2094
FBgn0263490	7369
FBgn0267764	525
FBgn0039212	1442
FBgn0039213	3349
FBgn0046685	2895
FBgn0262858	481
FBgn0039214	13438
FBgn0000139	2235
FBgn0051125	1450
FBgn0039215	3170
FBgn0262431	56
FBgn0051126	589
FBgn0020018	1655
FBgn0003429	10153
FBgn0284232	2528
FBgn0039217	2728
FBgn0039218	405
FBgn0039219	1301
FBgn0004885	5411
FBgn0086059	95
FBgn0003719	3359
FBgn0000140	6338
FBgn0015591	1459
FBgn0267210	757
FBgn0040600	1583
FBgn0259233	5302
FBgn0039223	2278
FBgn0039225	3213
FBgn0039224	1837
FBgn0039226	1608
FBgn0039227	5119
FBgn0027539	2831
FBgn0039228	927
FBgn0083986	495
FBgn0027617	2043
FBgn0267765	1373
FBgn0039229	4332
FBgn0045980	2791
FBgn0262722	245
FBgn0051118	1416
FBgn0051357	1681
FBgn0262962	619
FBgn0039232	2151
FBgn0266743	572
FBgn0053658	546
FBgn0013953	2907
FBgn0039233	708
FBgn0039234	2906
FBgn0051119	1692
FBgn0039235	972
FBgn0051105	1851
FBgn0265266	467
FBgn0039237	507
FBgn0039238	1286
FBgn0039239	542
FBgn0013949	2135
FBgn0015625	2883
FBgn0039240	4723
FBgn0039241	2285
FBgn0043799	1699
FBgn0051121	3557
FBgn0039244	2038
FBgn0040601	3284
FBgn0039246	1933
FBgn0265253	691
FBgn0265190	1764
FBgn0051382	72
FBgn0051416	72
FBgn0265189	1826
FBgn0039249	3373
FBgn0039250	2511
FBgn0267766	867
FBgn0039251	1870
FBgn0039252	2853
FBgn0020626	3248
FBgn0029157	5086
FBgn0039254	1645
FBgn0285912	1584
FBgn0039257	10448
FBgn0039258	1099
FBgn0039259	489
FBgn0015240	2834
FBgn0039260	3310
FBgn0039261	3361
FBgn0051115	981
FBgn0045866	807
FBgn0259178	3313
FBgn0039264	768
FBgn0039265	1146
FBgn0039266	2533
FBgn0051109	978
FBgn0051111	952
FBgn0266719	4312
FBgn0039269	1047
FBgn0039270	868
FBgn0011336	2703
FBgn0039271	836
FBgn0039272	1366
FBgn0039273	1496
FBgn0039274	1012
FBgn0004897	2195
FBgn0004898	1088
FBgn0053096	3906
FBgn0053095	3581
FBgn0266534	1065
FBgn0054027	4560
FBgn0039277	2680
FBgn0051108	3463
FBgn0051510	4289
FBgn0046214	1773
FBgn0039280	1420
FBgn0260229	1420
FBgn0259152	3386
FBgn0039282	4328
FBgn0267767	301
FBgn0039283	1832
FBgn0083946	2859
FBgn0039286	3968
FBgn0039288	937
FBgn0022800	2939
FBgn0039290	3999
FBgn0039291	802
FBgn0051106	1676
FBgn0051103	1621
FBgn0039293	2363
FBgn0039294	3028
FBgn0039296	1831
FBgn0039297	1045
FBgn0039298	1253
FBgn0039299	1039
FBgn0000158	1894
FBgn0039300	729
FBgn0039301	1227
FBgn0039302	8553
FBgn0039303	1801
FBgn0039304	1402
FBgn0267768	455
FBgn0039305	493
FBgn0027090	2455
FBgn0039306	1751
FBgn0266741	1360
FBgn0263002	361
FBgn0039307	1248
FBgn0039309	2944
FBgn0039308	2944
FBgn0039310	1345
FBgn0039311	1358
FBgn0039312	1358
FBgn0039313	1607
FBgn0051300	1474
FBgn0051104	1382
FBgn0039315	1334
FBgn0039316	1415
FBgn0051098	1487
FBgn0051102	1756
FBgn0051097	1477
FBgn0051288	1377
FBgn0039319	1301
FBgn0051370	1408
FBgn0051436	1402
FBgn0039321	1594
FBgn0051099	1401
FBgn0051087	1458
FBgn0039323	1435
FBgn0039324	1442
FBgn0039325	1367
FBgn0039326	1527
FBgn0045761	1463
FBgn0039328	1450
FBgn0039329	3310
FBgn0028647	4601
FBgn0027376	4288
FBgn0261575	2104
FBgn0004509	9128
FBgn0039331	1700
FBgn0039332	1717
FBgn0051437	852
FBgn0051439	2796
FBgn0039335	2091
FBgn0039336	1280
FBgn0039337	743
FBgn0039338	4688
FBgn0039339	2563
FBgn0259991	2158
FBgn0040212	3781
FBgn0265068	1978
FBgn0039341	1803
FBgn0053494	849
FBgn0266253	349
FBgn0263410	682
FBgn0263411	353
FBgn0267211	1101
FBgn0039342	681
FBgn0039343	2005
FBgn0011666	11500
FBgn0267769	633
FBgn0039344	1758
FBgn0267570	2738
FBgn0262319	100
FBgn0261287	1842
FBgn0039348	2476
FBgn0039346	786
FBgn0039347	3425
FBgn0039349	1876
FBgn0039350	4549
FBgn0262411	95
FBgn0267577	986
FBgn0262388	100
FBgn0027508	5486
FBgn0267770	882
FBgn0266735	952
FBgn0261986	3429
FBgn0039354	3005
FBgn0266752	943
FBgn0039355	1513
FBgn0039356	719
FBgn0039357	1082
FBgn0039358	2376
FBgn0039359	987
FBgn0039360	1572
FBgn0051092	5510
FBgn0267771	663
FBgn0066101	6638
FBgn0039367	1958
FBgn0039366	1978
FBgn0039368	950
FBgn0039369	923
FBgn0039370	1038
FBgn0039371	970
FBgn0051380	1335
FBgn0051093	585
FBgn0263622	743
FBgn0263623	704
FBgn0263624	356
FBgn0263625	339
FBgn0264429	931
FBgn0250831	384
FBgn0267212	636
FBgn0039373	680
FBgn0039374	1224
FBgn0011273	1224
FBgn0039376	1041
FBgn0266254	1449
FBgn0011670	378
FBgn0261061	168
FBgn0011669	195
FBgn0011668	325
FBgn0039378	1520
FBgn0267213	461
FBgn0267214	641
FBgn0267215	301
FBgn0267216	400
FBgn0267217	357
FBgn0040602	813
FBgn0039379	1894
FBgn0039380	4649
FBgn0027865	3343
FBgn0039381	2985
FBgn0028717	3335
FBgn0039385	1532
FBgn0039386	951
FBgn0039387	2202
FBgn0051091	2149
FBgn0051089	1408
FBgn0262904	1657
FBgn0250757	8363
FBgn0039395	1495
FBgn0039396	2986
FBgn0054024	535
FBgn0039398	2284
FBgn0000206	3013
FBgn0259146	5847
FBgn0015269	10064
FBgn0262576	897
FBgn0002734	1013
FBgn0002735	911
FBgn0266397	469
FBgn0266398	404
FBgn0002733	978
FBgn0266399	572
FBgn0002732	676
FBgn0002578	1705
FBgn0266400	972
FBgn0002592	957
FBgn0263652	1283
FBgn0263653	598
FBgn0002609	1305
FBgn0002629	759
FBgn0002631	882
FBgn0002632	1137
FBgn0002633	982
FBgn0000591	769
FBgn0001139	4455
FBgn0266668	2246
FBgn0039402	1248
FBgn0028833	1202
FBgn0039403	773
FBgn0039404	657
FBgn0039405	814
FBgn0260224	814
FBgn0039406	621
FBgn0039407	1069
FBgn0039408	1432
FBgn0266255	1064
FBgn0039411	4225
FBgn0265378	873
FBgn0051324	3925
FBgn0267729	615
FBgn0039413	1210
FBgn0039415	2161
FBgn0051323	3558
FBgn0051086	906
FBgn0039417	1564
FBgn0083966	974
FBgn0083965	972
FBgn0265379	1085
FBgn0039419	4453
FBgn0267730	2817
FBgn0267731	512
FBgn0000064	3809
FBgn0265380	550
FBgn0039420	3893
FBgn0053970	4058
FBgn0261833	588
FBgn0039421	1184
FBgn0039424	1452
FBgn0039425	1983
FBgn0040606	408
FBgn0085320	267
FBgn0051084	482
FBgn0263382	584
FBgn0263118	2411
FBgn0042711	1507
FBgn0042710	1569
FBgn0039427	1392
FBgn0262577	319
FBgn0023178	680
FBgn0039428	366
FBgn0039429	1910
FBgn0039430	3002
FBgn0039431	7490
FBgn0267752	562
FBgn0266753	2265
FBgn0263289	17197
FBgn0267753	1918
FBgn0266256	1334
FBgn0267438	397
FBgn0039434	1030
FBgn0039435	757
FBgn0039436	1025
FBgn0039437	1066
FBgn0039438	807
FBgn0039439	840
FBgn0039440	908
FBgn0039441	1088
FBgn0051080	920
FBgn0051081	1059
FBgn0039443	810
FBgn0267953	1356
FBgn0039444	965
FBgn0250908	6138
FBgn0243586	1031
FBgn0039448	893
FBgn0023179	3991
FBgn0039449	2101
FBgn0039450	1522
FBgn0039451	4175
FBgn0040607	486
FBgn0040608	715
FBgn0039452	615
FBgn0039453	749
FBgn0039454	984
FBgn0267122	935
FBgn0267123	751
FBgn0261860	484
FBgn0261861	1416
FBgn0262473	5198
FBgn0086060	115
FBgn0051072	3615
FBgn0267742	1428
FBgn0262379	59
FBgn0039459	1184
FBgn0027889	2027
FBgn0001197	1224
FBgn0026562	1201
FBgn0004903	3286
FBgn0002838	711
FBgn0039461	859
FBgn0003267	1241
FBgn0004359	2449
FBgn0004510	1858
FBgn0285963	5294
FBgn0039462	1301
FBgn0051071	72
FBgn0051070	72
FBgn0039463	1625
FBgn0039464	2326
FBgn0039465	2635
FBgn0041224	1311
FBgn0039466	7742
FBgn0284229	1886
FBgn0039467	2708
FBgn0051075	1874
FBgn0051076	615
FBgn0039469	1396
FBgn0004842	2302
FBgn0051077	3149
FBgn0039470	2127
FBgn0039471	1091
FBgn0039472	1052
FBgn0039473	1090
FBgn0039474	1083
FBgn0039475	1085
FBgn0039476	1072
FBgn0029170	1607
FBgn0039478	3946
FBgn0085321	844
FBgn0003495	2364
FBgn0264563	372
FBgn0039479	2628
FBgn0039480	1781
FBgn0039481	1054
FBgn0039482	901
FBgn0039483	1072
FBgn0243514	3301
FBgn0039485	995
FBgn0039486	1130
FBgn0039487	2635
FBgn0266736	1705
FBgn0027574	2302
FBgn0039488	1556
FBgn0039489	1526
FBgn0039490	2601
FBgn0039491	2897
FBgn0039492	4494
FBgn0029155	3381
FBgn0039494	1391
FBgn0039495	1455
FBgn0051065	1266
FBgn0085322	780
FBgn0003482	1026
FBgn0004197	5831
FBgn0054006	1587
FBgn0261995	1366
FBgn0261996	796
FBgn0051064	5244
FBgn0051068	2419
FBgn0005696	2066
FBgn0039498	1064
FBgn0042111	1824
FBgn0267754	369
FBgn0039500	1447
FBgn0039501	2472
FBgn0011289	1645
FBgn0010441	1931
FBgn0010328	6332
FBgn0264841	1848
FBgn0039503	1004
FBgn0039504	919
FBgn0002441	5398
FBgn0039505	784
FBgn0046247	1887
FBgn0039507	3110
FBgn0039508	3558
FBgn0039509	954
FBgn0015737	2360
FBgn0040609	561
FBgn0039510	14788
FBgn0265314	919
FBgn0039511	1190
FBgn0260487	6325
FBgn0285938	2060
FBgn0263453	918
FBgn0016061	11723
FBgn0267653	531
FBgn0265317	340
FBgn0263401	534
FBgn0039518	2842
FBgn0039519	4171
FBgn0039520	1919
FBgn0262613	602
FBgn0039521	615
FBgn0267755	709
FBgn0039522	1347
FBgn0039523	3165
FBgn0265316	2073
FBgn0265315	927
FBgn0046887	1212
FBgn0046886	1227
FBgn0046885	1239
FBgn0004387	5530
FBgn0039525	1273
FBgn0065105	43
FBgn0027492	7655
FBgn0040080	3279
FBgn0039527	5099
FBgn0039528	5800
FBgn0039530	6092
FBgn0039529	1507
FBgn0039531	1375
FBgn0039532	2427
FBgn0266579	7126
FBgn0262286	90
FBgn0027494	604
FBgn0002772	1414
FBgn0039536	10271
FBgn0039537	1492
FBgn0039538	976
FBgn0003330	1542
FBgn0051055	2073
FBgn0046258	1894
FBgn0263024	224
FBgn0263597	175
FBgn0263025	1297
FBgn0086346	2892
FBgn0045862	3085
FBgn0039543	2899
FBgn0039544	3250
FBgn0005659	3522
FBgn0085382	5049
FBgn0067407	210
FBgn0039551	1194
FBgn0039552	649
FBgn0267366	1097
FBgn0039554	2491
FBgn0039555	1341
FBgn0053213	1279
FBgn0039557	1246
FBgn0039558	1007
FBgn0003279	1400
FBgn0082923	147
FBgn0267126	430
FBgn0027579	3928
FBgn0051053	818
FBgn0039559	4589
FBgn0039560	4054
FBgn0039561	3037
FBgn0039562	2841
FBgn0039563	1646
FBgn0039564	2346
FBgn0259990	1718
FBgn0039565	1718
FBgn0051253	1228
FBgn0051054	523
FBgn0267108	321
FBgn0051131	1228
FBgn0039566	3123
FBgn0003890	1869
FBgn0039568	1053
FBgn0267756	681
FBgn0284420	1108
FBgn0085391	9239
FBgn0267746	319
FBgn0267745	899
FBgn0267747	571
FBgn0085383	4609
FBgn0267748	789
FBgn0267749	459
FBgn0266401	981
FBgn0262588	777
FBgn0262587	784
FBgn0085465	853
FBgn0085466	876
FBgn0002865	1319
FBgn0004171	1066
FBgn0039576	503
FBgn0265160	657
FBgn0267772	659
FBgn0039577	975
FBgn0261618	9126
FBgn0267773	598
FBgn0039580	2545
FBgn0039581	3893
FBgn0267774	389
FBgn0039582	1151
FBgn0039584	3540
FBgn0267775	897
FBgn0039585	1425
FBgn0013813	15919
FBgn0051051	853
FBgn0003137	9544
FBgn0039588	2255
FBgn0000659	4289
FBgn0262741	5339
FBgn0263388	796
FBgn0026400	1138
FBgn0001215	2743
FBgn0082960	140
FBgn0082976	150
FBgn0082959	140
FBgn0082958	140
FBgn0082975	150
FBgn0082957	140
FBgn0082974	152
FBgn0039589	2179
FBgn0039590	8682
FBgn0039591	2274
FBgn0267952	1290
FBgn0039592	1180
FBgn0051050	514
FBgn0053346	1096
FBgn0039593	1214
FBgn0039594	4491
FBgn0027655	12044
FBgn0039595	2356
FBgn0039596	2597
FBgn0039597	1325
FBgn0039598	1236
FBgn0266257	573
FBgn0085324	867
FBgn0039599	940
FBgn0261289	686
FBgn0005642	3184
FBgn0039600	4834
FBgn0065070	74
FBgn0039601	2150
FBgn0039602	4103
FBgn0024273	3125
FBgn0015589	8506
FBgn0264324	8100
FBgn0265274	2242
FBgn0053203	3243
FBgn0039609	2127
FBgn0039611	2185
FBgn0039612	2099
FBgn0039613	2154
FBgn0027578	2323
FBgn0265998	13638
FBgn0039616	1556
FBgn0039617	3105
FBgn0267229	2210
FBgn0039620	2274
FBgn0263579	100
FBgn0265204	897
FBgn0267127	1740
FBgn0039621	625
FBgn0039622	686
FBgn0039623	3224
FBgn0041780	1519
FBgn0266404	2969
FBgn0039625	1349
FBgn0027873	2431
FBgn0039626	1831
FBgn0003093	5772
FBgn0039627	1103
FBgn0039628	1076
FBgn0039629	1118
FBgn0267776	1254
FBgn0039630	1223
FBgn0039631	3058
FBgn0039632	3325
FBgn0039633	12599
FBgn0266390	1120
FBgn0039634	3211
FBgn0039635	2041
FBgn0039636	1866
FBgn0005596	4239
FBgn0039637	3509
FBgn0039638	2196
FBgn0028671	3289
FBgn0039639	604
FBgn0039640	3849
FBgn0039641	1216
FBgn0039642	1087
FBgn0014869	1136
FBgn0041588	1841
FBgn0041186	1132
FBgn0028692	3412
FBgn0039644	5031
FBgn0039645	4472
FBgn0039647	4726
FBgn0039648	639
FBgn0014427	1176
FBgn0039650	642
FBgn0039651	1293
FBgn0051044	5106
FBgn0262448	100
FBgn0262404	97
FBgn0029176	1695
FBgn0062442	675
FBgn0039654	2792
FBgn0039655	1233
FBgn0028476	5004
FBgn0039656	2707
FBgn0051427	1182
FBgn0051445	3221
FBgn0263236	3715
FBgn0003525	3064
FBgn0267104	818
FBgn0267128	733
FBgn0039659	3302
FBgn0015622	2795
FBgn0267107	624
FBgn0267106	440
FBgn0004369	9139
FBgn0264792	500
FBgn0039663	3605
FBgn0039664	1916
FBgn0040623	493
FBgn0039665	1279
FBgn0039666	416
FBgn0039667	2488
FBgn0039668	3719
FBgn0039669	784
FBgn0263588	644
FBgn0000492	2552
FBgn0039670	770
FBgn0039671	770
FBgn0051041	700
FBgn0086361	3149
FBgn0039673	2031
FBgn0262873	378
FBgn0039674	1623
FBgn0266137	5164
FBgn0039675	1662
FBgn0039676	1779
FBgn0039677	1890
FBgn0039678	610
FBgn0039679	1536
FBgn0025457	1362
FBgn0039680	4301
FBgn0039681	1232
FBgn0013972	2354
FBgn0039682	669
FBgn0039683	2350
FBgn0267129	401
FBgn0039684	500
FBgn0250832	310
FBgn0039685	594
FBgn0039686	1471
FBgn0267777	1479
FBgn0085325	420
FBgn0024841	725
FBgn0039687	736
FBgn0042213	615
FBgn0039688	7696
FBgn0027583	1250
FBgn0039689	1048
FBgn0039690	1564
FBgn0027518	2702
FBgn0267778	875
FBgn0039691	2043
FBgn0020235	1460
FBgn0260990	4765
FBgn0266258	1087
FBgn0001297	7789
FBgn0267779	728
FBgn0039694	1180
FBgn0262112	1154
FBgn0039696	3158
FBgn0019972	1927
FBgn0039697	1156
FBgn0039698	1130
FBgn0002924	2720
FBgn0000247	7026
FBgn0039702	1531
FBgn0039703	976
FBgn0039704	3005
FBgn0039705	2563
FBgn0260969	679
FBgn0039707	1053
FBgn0039709	5800
FBgn0039710	2535
FBgn0039711	1229
FBgn0051032	770
FBgn0039712	1369
FBgn0039713	1250
FBgn0086061	92
FBgn0065066	46
FBgn0039714	2223
FBgn0083969	4263
FBgn0051038	6269
FBgn0039718	525
FBgn0039719	472
FBgn0051036	3322
FBgn0039722	695
FBgn0003861	4149
FBgn0003357	1240
FBgn0003356	862
FBgn0003358	907
FBgn0039723	1381
FBgn0051202	1686
FBgn0051040	2340
FBgn0260759	1095
FBgn0260760	1095
FBgn0039726	1005
FBgn0039727	11469
FBgn0004622	2880
FBgn0039728	4955
FBgn0000032	2024
FBgn0039730	1515
FBgn0039731	1507
FBgn0039732	654
FBgn0039733	1856
FBgn0085327	548
FBgn0039734	2461
FBgn0039735	818
FBgn0016685	1080
FBgn0039736	1992
FBgn0039737	1910
FBgn0039738	3394
FBgn0039739	304
FBgn0026597	4985
FBgn0267780	655
FBgn0264837	302
FBgn0039740	1631
FBgn0041102	619
FBgn0001281	569
FBgn0001280	740
FBgn0003510	3300
FBgn0003511	3300
FBgn0003512	1546
FBgn0002626	796
FBgn0039741	2066
FBgn0039742	1032
FBgn0264838	1042
FBgn0039743	2042
FBgn0003479	1342
FBgn0039744	566
FBgn0085346	1168
FBgn0260468	1192
FBgn0266411	7194
FBgn0267781	536
FBgn0266442	1122
FBgn0266443	816
FBgn0051025	3376
FBgn0051029	3002
FBgn0086355	1558
FBgn0039747	3527
FBgn0267751	2574
FBgn0039748	1393
FBgn0039749	2506
FBgn0051030	1671
FBgn0051028	3775
FBgn0002773	2286
FBgn0039751	1582
FBgn0039752	2068
FBgn0260860	1051
FBgn0265202	554
FBgn0039754	2318
FBgn0039755	1158
FBgn0039756	1733
FBgn0039757	1139
FBgn0086664	144
FBgn0083047	137
FBgn0083048	136
FBgn0083049	137
FBgn0083050	138
FBgn0086665	139
FBgn0082983	142
FBgn0000094	373
FBgn0000276	339
FBgn0000280	166
FBgn0000277	355
FBgn0000281	201
FBgn0000278	425
FBgn0000279	386
FBgn0263402	529
FBgn0039758	1635
FBgn0039759	1467
FBgn0051383	80
FBgn0051023	80
FBgn0085328	799
FBgn0039760	1649
FBgn0039761	607
FBgn0267782	794
FBgn0010113	15063
FBgn0085329	641
FBgn0267783	884
FBgn0015222	2376
FBgn0015221	1648
FBgn0267130	561
FBgn0027544	4135
FBgn0261704	4135
FBgn0039764	828
FBgn0039765	528
FBgn0039766	664
FBgn0039767	2529
FBgn0039768	2203
FBgn0039769	2164
FBgn0039770	1600
FBgn0039771	853
FBgn0028646	3376
FBgn0039773	2140
FBgn0039774	2951
FBgn0039776	2248
FBgn0260440	2087
FBgn0039777	913
FBgn0039778	933
FBgn0039779	1683
FBgn0026190	1882
FBgn0039780	1737
FBgn0051371	1748
FBgn0051014	1708
FBgn0039782	1615
FBgn0263527	59
FBgn0054041	1797
FBgn0039783	1782
FBgn0051524	1691
FBgn0039784	1752
FBgn0027654	2178
FBgn0267112	1428
FBgn0267113	1390
FBgn0082582	8320
FBgn0083991	2619
FBgn0039787	2318
FBgn0039788	1445
FBgn0039789	2679
FBgn0039790	2431
FBgn0051019	1980
FBgn0051021	1496
FBgn0051017	1627
FBgn0051016	3923
FBgn0267131	3451
FBgn0266259	772
FBgn0264985	764
FBgn0039792	1734
FBgn0267956	1044
FBgn0051013	1766
FBgn0051015	1949
FBgn0085461	723
FBgn0085462	898
FBgn0266701	557
FBgn0039795	2038
FBgn0039796	1750
FBgn0000274	1349
FBgn0283501	3385
FBgn0051010	1360
FBgn0267939	1658
FBgn0039797	1906
FBgn0039798	1222
FBgn0039799	1595
FBgn0039800	659
FBgn0039801	812
FBgn0262883	488
FBgn0004606	6915
FBgn0266699	929
FBgn0011739	5803
FBgn0262444	61
FBgn0039802	733
FBgn0027598	4662
FBgn0039804	4209
FBgn0003720	1965
FBgn0039805	1378
FBgn0039806	1267
FBgn0039807	1822
FBgn0039808	2640
FBgn0039809	1601
FBgn0000416	3527
FBgn0015032	1906
FBgn0053483	788
FBgn0267940	565
FBgn0020912	3571
FBgn0264833	702
FBgn0039810	1112
FBgn0039811	514
FBgn0039812	2608
FBgn0062411	1031
FBgn0004573	4486
FBgn0267785	327
FBgn0051008	529
FBgn0051007	758
FBgn0267786	813
FBgn0053773	605
FBgn0010015	3064
FBgn0053920	543
FBgn0016123	2412
FBgn0263562	106
FBgn0010808	940
FBgn0002413	4783
FBgn0024288	2049
FBgn0039816	1804
FBgn0039817	1784
