# submitted_item	validated_id	current_symbol
CR44895	unknown ID	-
CR44964	unknown ID	-
CG14439	FBgn0029898	CG14439
CG14438	FBgn0287725	sov
CR43496	unknown ID	-
COQ7	unknown ID	-
shf	FBgn0003390	shf
C3G	FBgn0259228	C3G
pod1	FBgn0029903	pod1
iav	FBgn0086693	iav
Nf-YC	FBgn0029905	Nf-YC
xit	FBgn0029906	xit
Atx-1	FBgn0029907	Atx-1
nonC	FBgn0263968	nonC
CG14435	FBgn0029911	CG14435
CG4557	FBgn0029912	CG4557
Cht11	FBgn0029913	Cht11
CG4558	FBgn0029914	CG4558
CG14434	FBgn0029915	CG14434
CR45531	unknown ID	-
CG43736	FBgn0263993	CG43736
CG14431	FBgn0029922	CG14431
CR4575	FBgn0029920	CR4575
CR32733	FBgn0052733	CR32733
CG32732	FBgn0052732	Setd3
CG4586	FBgn0029924	CG4586
CG3040	FBgn0029925	CG3040
ogre	FBgn0004646	ogre
CR44084	unknown ID	-
bou	FBgn0261284	bou
Inx7	FBgn0027106	Inx7
CR43837	unknown ID	-
Inx2	FBgn0027108	Inx2
cm	FBgn0000330	cm
CG3032	FBgn0029928	CG3032
CG4593	FBgn0029929	CG4593
CG12541	FBgn0029930	CG12541
CG4607	FBgn0029932	CG4607
Sxl	FBgn0264270	Sxl
CG4615	FBgn0029935	CG4615
CG4617	FBgn0029936	CG4617
CG8300	FBgn0029937	CG8300
fz4	FBgn0027342	fz4
CG9650	FBgn0029939	CG9650
CR44357	unknown ID	-
CG1677	FBgn0029941	CG1677
CG2059	FBgn0029942	CG2059
unc-119	FBgn0025549	unc-119
brk	FBgn0024250	brk
Atg5	FBgn0029943	Atg5
Dok	FBgn0029944	Dok
CG18155	unknown ID	-
CBP	FBgn0026144	CBP
CG15034	FBgn0029946	CG15034
CG15035	FBgn0029949	CG15035
CG32727	FBgn0265265	CG32727
CG42246	FBgn0259098	CG42246
CG15036	FBgn0040922	CG15036
CG32726	FBgn0052726	CG32726
CR44500	unknown ID	-
CR43278	unknown ID	-
CG32719	FBgn0052719	CG32719
CG12689	FBgn0029952	CG12689
ct	FBgn0004198	ct
CR45667	unknown ID	-
CR45666	unknown ID	-
CR45665	unknown ID	-
CHES-1-like	FBgn0029504	CHES-1-like
CR43287	unknown ID	-
Hira	FBgn0022786	Hira
NELF-B	FBgn0027553	NELF-B
CG12155	FBgn0029957	CG12155
Pdp	FBgn0029958	Pdp
Rab39	FBgn0029959	Rab39
Tom40	FBgn0016041	Tom40
Ir7b	FBgn0029965	Ir7b
1-Dec	unknown ID	-
Ir7c	FBgn0029966	Ir7c
Ir7f	FBgn0259188	Ir7f
CG10932	FBgn0029969	CG10932
Nek2	FBgn0029970	Nek2
ND-MNLL	FBgn0029971	ND-MNLL
p115	FBgn0040087	p115
CR11386	FBgn0260447	CR11386
CR33222	FBgn0053222	CR33222
RpS6	FBgn0261592	RpS6
bys	FBgn0010292	bys
dpr14	FBgn0029974	dpr14
spidey	FBgn0029975	spidey
snz	FBgn0029976	snz
hdm	FBgn0029977	hdm
Ykt6	FBgn0260858	Ykt6
mahe	FBgn0029979	mahe
CG10778	unknown ID	-
RpS14a	FBgn0004403	RpS14a
RpS14b	FBgn0004404	RpS14b
Ubr3	FBgn0260970	Ubr3
l(1)G0193	FBgn0027280	l(1)G0193
CG15332	FBgn0029986	CG15332
CG15330	FBgn0029987	CG15330
sws	FBgn0003656	sws
CR45620	unknown ID	-
sn	FBgn0003447	sn
Tbh	FBgn0010329	Tbh
CG2233	FBgn0029990	CG2233
fs(1)h	FBgn0004656	fs(1)h
mys	FBgn0004657	mys
Upf2	FBgn0029992	Upf2
CG1571	FBgn0030306	Spase25
CG2254	unknown ID	-
CG2256	FBgn0029995	CG2256
UbcE2H	FBgn0029996	UbcE2H
CG2258	FBgn0029997	CG2258
Gclc	FBgn0040319	Gclc
CG1575	FBgn0029999	CG1575
CG2260	FBgn0030000	CG2260
cyr	FBgn0030001	cyr
CG2116	FBgn0030003	CG2116
CG10958	FBgn0030004	CG10958
CG2120	FBgn0030005	CG2120
Smox	FBgn0025800	Smox
CG17982	FBgn0030006	CG17982
alpha-PheRS	FBgn0030007	alpha-PheRS
CG2129	FBgn0030008	CG2129
CG15336	FBgn0030009	CG15336
CG10959	FBgn0030010	CG10959
Gbeta5	FBgn0030011	Gbeta5
CG18262	FBgn0030012	CG18262
Traf6	FBgn0265464	Traf6
GIIIspla2	FBgn0030013	GIIIspla2
CG10761	FBgn0030015	CG10761
CG2278	FBgn0030017	CG2278
slpr	FBgn0030018	slpr
sdt	FBgn0261873	sdt
CG2147	FBgn0030025	CG2147
sni	FBgn0030026	sni
Trxr-1	FBgn0020653	Trxr-1
ND-75	FBgn0017566	ND-75
CG1632	FBgn0030027	CG1632
Corp	FBgn0030028	Corp
CG15343	FBgn0030029	CG15343
CG1636	FBgn0030030	CG1636
nAChRalpha3	FBgn0015519	nAChRalpha3
CG1387	FBgn0030033	CG1387
CR15345	FBgn0040928	CR15345
CG10555	FBgn0030034	CG10555
PIG-T	FBgn0030035	PIG-T
lawc	FBgn0262976	lawc
Trf2	FBgn0261793	Trf2
CG32712	FBgn0052712	CG32712
Miga	FBgn0030037	Miga
CG1440	FBgn0030038	CG1440
CG12123	FBgn0030039	CG12123
org-1	FBgn0021767	org-1
CG32713	FBgn0052713	CG32713
CG15347	FBgn0030040	CG15347
Es2	FBgn0023506	Es2
Sptr	FBgn0014032	Sptr
CG33223	FBgn0053223	CG33223
CG12116	FBgn0030041	CG12116
Cp7Fa	FBgn0014464	Cp7Fa
Cp7Fb	FBgn0014465	Cp7Fb
Cp7Fc	FBgn0014466	Cp7Fc
Cp36	FBgn0000359	Cp36
Cp38	FBgn0000360	Cp38
CR43834	unknown ID	-
otu	FBgn0003023	otu
CG33181	FBgn0053181	CG33181
Nrg	FBgn0264975	Nrg
IntS4	FBgn0026679	IntS4
CG12112	FBgn0030048	CG12112
Trf4-1	FBgn0030049	Trf4-1
CR46195	unknown ID	-
CG12111	FBgn0030050	CG12111
spirit	FBgn0030051	spirit
CG12065	FBgn0030052	CG12065
CG12081	FBgn0030053	CG12081
CG12659	FBgn0040929	CG12659
Crag	FBgn0025864	Crag
Caf1-180	FBgn0030054	Caf1-180
CG12772	unknown ID	-
CG11284	unknown ID	-
Ppt1	FBgn0030057	Ppt1
Ogg1	FBgn0027864	Ogg1
Hexo2	FBgn0041629	Hexo2
CG2004	FBgn0030060	CG2004
CG1785	FBgn0030061	CG1785
l(1)G0020	FBgn0027330	l(1)G0020
CG1789	FBgn0030063	CG1789
Lim1	FBgn0026411	Lim1
CG12075	FBgn0030065	CG12075
Moe	FBgn0011661	Moe
CG1885	unknown ID	-
Rbm13	FBgn0030067	Rbm13
e(r)	FBgn0011586	e(r)
rdgA	FBgn0261549	rdgA
CR43836	FBgn0264384	lncRNA:CR43836
CG12662	FBgn0030074	CG12662
Nost	FBgn0259734	Nost
CG15365	FBgn0030077	CG15365
CG10970	FBgn0030078	CG10970
CR45538	unknown ID	-
CG44325	FBgn0265413	CG44325
CG7246	FBgn0030081	CG7246
HP1b	FBgn0030082	HP1b
APC4	FBgn0052707	APC4
CG32708	FBgn0052708	CG32708
CG32706	FBgn0052706	CG32706
CG6999	FBgn0030085	CG6999
CCT2	FBgn0030086	CCT2
CG7766	FBgn0030087	CG7766
Bx42	FBgn0004856	Bx42
Arfrp1	FBgn0030088	Arfrp1
AP-1gamma	FBgn0030089	AP-1gamma
fend	FBgn0030090	fend
CR44517	unknown ID	-
CG7065	FBgn0030091	CG7065
fh	FBgn0030092	fh
Bap111	FBgn0030093	Bap111
His3.3B	FBgn0004828	His3.3B
Ost48	FBgn0014868	Ost48
Dlip1	FBgn0040467	Dlip1
CG9034	FBgn0040931	CG9034
Zpr1	FBgn0030096	Zpr1
CG44532	FBgn0265725	CG44532
mei-P26	FBgn0026206	mei-P26
CG12115	FBgn0030097	CG12115
CG12056	FBgn0030099	CG12056
CG12106	FBgn0030100	CG12106
CG12118	FBgn0030101	CG12118
su(r)	FBgn0086450	su(r)
SmydA-9	FBgn0030102	SmydA-9
t	FBgn0086367	t
CG15370	FBgn0030107	CG15370
Gr8a	FBgn0030108	Gr8a
CG12121	FBgn0030109	CG12121
Ir8a	FBgn0052704	Ir8a
mxc	FBgn0260789	mxc
Larp7	FBgn0260771	Larp7
amx	FBgn0000077	amx
Dsor1	FBgn0010269	Dsor1
CG17754	FBgn0030114	CG17754
ric8a	FBgn0028292	ric8a
Erk7	FBgn0052703	Erk7
CG17440	FBgn0030120	CG17440
Cfp1	FBgn0030121	Cfp1
CG16892	unknown ID	-
c11.1	FBgn0040236	c11.1
c12.1	FBgn0040235	c12.1
c12.2	FBgn0040234	c12.2
CG34449	FBgn0085478	Zdhhc8
BCL7-like	FBgn0026149	BCL7-like
mgl	FBgn0261260	mgl
CG44815	FBgn0266050	CG44815
CG32700	FBgn0267253	CG32700
l(1)G0320	FBgn0028327	l(1)G0320
RpS28b	FBgn0030136	RpS28b
CG15317	FBgn0030137	CG15317
CR42767	unknown ID	-
Cubn	FBgn0052702	Cubn
LPCAT	FBgn0052699	LPCAT
CG42395	FBgn0259741	CG42395
CR45540	unknown ID	-
Hex-A	FBgn0001186	Hex-A
CR45542	unknown ID	-
Gga	FBgn0030141	Gga
Lst8	FBgn0264691	Lst8
LysRS	FBgn0027084	LysRS
CG42797	FBgn0261931	CG42797
Ptpmeg2	FBgn0028341	Ptpmeg2
CG3106	FBgn0030148	CG3106
nej	FBgn0261617	nej
CR42657	unknown ID	-
btd	FBgn0000233	btd
CG1354	FBgn0030151	CG1354
CG32698	FBgn0052698	CARPB
CG15247	FBgn0030156	CG15247
CG9689	FBgn0030159	CG9689
CG9691	FBgn0030160	CG9691
CG15249	FBgn0030161	CG15249
Idgf4	FBgn0026415	Idgf4
CG32694	FBgn0052694	CG32694
CG2990	FBgn0030170	CG2990
Cht6	FBgn0263132	Cht6
CR45185	FBgn0267495	asRNA:CR45185
Yp2	FBgn0005391	Yp2
Yp1	FBgn0004045	Yp1
CR45601	unknown ID	-
CG15312	FBgn0030174	CG15312
CR45602	unknown ID	-
ZAP3	FBgn0052685	ZAP3
CG2972	FBgn0030177	CG2972
CG2974	unknown ID	-
RhoU	FBgn0083940	RhoU
CR44894	unknown ID	-
CG12645	FBgn0030181	CG12645
CG43902	FBgn0264503	CG43902
CG15309	FBgn0030183	Ypel
CR43899	unknown ID	-
ATPsyndelta	FBgn0028342	ATPsyndelta
CG2962	FBgn0030186	CG2962
CR45629	unknown ID	-
CG34408	FBgn0085437	CG34408
Ipod	unknown ID	-
Hk	FBgn0263220	Hk
CG12643	FBgn0040942	CG12643
alpha-Man-Ia	FBgn0259170	alpha-Man-Ia
CG2909	FBgn0030189	CG2909
Gip	FBgn0011770	Gip
CG43740	FBgn0263997	CG43740
snoRNA:U3:9B	FBgn0065046	snoRNA:U3:9B
l(1)G0289	FBgn0028331	l(1)G0289
CG32679	FBgn0052679	CG32679
CG17841	FBgn0028480	CG17841
CG2898	FBgn0030195	CG2898
Psf3	FBgn0030196	Psf3
flw	FBgn0000711	flw
CG32683	FBgn0052683	CG32683
Or9a	FBgn0030204	Or9a
Neb-cGP	FBgn0083167	Neb-cGP
nocte	FBgn0261710	nocte
CG2889	FBgn0030206	CG2889
CG2887	FBgn0030207	CG2887
PPP4R2r	FBgn0030208	PPP4R2r
CG32687	FBgn0052687	CG32687
spri	FBgn0085443	spri
CG15296	FBgn0030215	CG15296
Hmr	FBgn0001206	Hmr
CG2124	FBgn0030217	CG2124
CG1628	FBgn0030218	CG1628
CG43347	FBgn0263072	CG43347
Rab9Db	FBgn0030221	Rab9Db
X11Lbeta	FBgn0052677	X11Lbeta
Rab9E	FBgn0052673	Rab9E
stx	FBgn0052676	stx
ras	FBgn0003204	ras
CR44766	unknown ID	-
Rph	FBgn0030230	Rph
Tango5	FBgn0052675	Tango5
Atg8a	FBgn0052672	Atg8a
BTBD9	FBgn0030228	BTBD9
CG15211	FBgn0030234	CG15211
Ant2	FBgn0025111	Ant2
sesB	FBgn0003360	sesB
Imp	FBgn0285926	Imp
sbr	FBgn0003321	sbr
CG15210	FBgn0040850	CG15210
CG15209	FBgn0030237	CG15209
CG32669	FBgn0052669	CG32669
CG17333	FBgn0030239	CG17333
CG2202	FBgn0030240	CG2202
feo	FBgn0030241	feo
sofe	FBgn0030242	sofe
CG2186	FBgn0030243	CG2186
CG2157	FBgn0030244	CG2157
CG1637	FBgn0030245	CG1637
Ork1	FBgn0017561	Ork1
CR45616	unknown ID	-
CR45617	unknown ID	-
CR44524	unknown ID	-
CG1582	FBgn0030246	CG1582
CG15208	FBgn0030247	CG15208
CG43901	FBgn0264502	CG43901
CG2145	FBgn0030251	CG2145
Myo10A	FBgn0263705	Myo10A
Rab9Fa	FBgn0052671	Rab9Fa
SmydA-4	FBgn0030257	SmydA-4
sev	FBgn0003366	sev
CR45604	unknown ID	-
Vago	FBgn0030262	Vago
CG2076	FBgn0030263	CG2076
CG2061	FBgn0027498	CG2061
CG42249	FBgn0259101	CG42249
Hsp60A	FBgn0015245	Hsp60A
CG11122	FBgn0030266	CG11122
Rpt3	FBgn0028686	Rpt3
Gtp-bp	unknown ID	-
Klp10A	FBgn0030268	Klp10A
CG44385	FBgn0265535	CG44385
CDK2AP1	FBgn0030269	CDK2AP1
CR44054	unknown ID	-
ssp7	FBgn0052667	ssp7
CG15199	FBgn0030270	CG15199
CG15202	FBgn0030271	CG15202
CG15201	FBgn0030272	CG15201
Ran	FBgn0020255	Ran
Lint-1	FBgn0030274	Lint-1
rtv	FBgn0261277	rtv
Dlic	FBgn0030276	Dlic
CG15200	FBgn0030278	CG15200
Ir10a	FBgn0083979	Ir10a
sisA	FBgn0003411	sisA
l(1)10Bb	FBgn0001491	l(1)10Bb
CG1657	unknown ID	-
Kap3	FBgn0028421	Kap3
CG34348	FBgn0085377	CG34348
GCS1	FBgn0030289	GCS1
CG11756	FBgn0030290	CG11756
CG1738	FBgn0030291	CG1738
CG11752	FBgn0030292	CG11752
CG1737	FBgn0030293	CG1737
dsh	FBgn0000499	dsh
Pa1	FBgn0287454	Pa1
hop	FBgn0004864	hop
Tim8	FBgn0027359	Tim8
dlg1	FBgn0001624	dlg1
CG15196	FBgn0030296	CG15196
Gs2	FBgn0001145	Gs2
Evi5	FBgn0262740	Evi5
Sk1	FBgn0030300	Sk1
HP5	FBgn0030301	HP5
CG43155	FBgn0262685	CG43155
Cyp4g15	FBgn0030304	Cyp4g15
Uba5	FBgn0030305	Uba5
Spase25	FBgn0030306	Spase25
CG33235	FBgn0030307	CG33235
CR44556	unknown ID	-
Drak	FBgn0052666	Drak
CG1572	FBgn0030309	CG1572
PGRP-SA	FBgn0030310	PGRP-SA
RpII215	unknown ID	-
CR44266	unknown ID	-
CG11699	FBgn0030311	CG11699
Kmn1	FBgn0027259	Kmn1
CG11697	FBgn0030313	Reepl1
CG11696	FBgn0030314	CG11696
e(y)2	FBgn0000618	e(y)2
CG11695	FBgn0030316	CG11695
roX2	unknown ID	-
nod	FBgn0002948	nod
CR43212	FBgn0262848	CR43212
rho-4	FBgn0030318	rho-4
CG2533	FBgn0030319	CG2533
CG2247	FBgn0030320	CG2247
CG1703	FBgn0030321	CG1703
RPA3	FBgn0266421	RPA3
Met	FBgn0002723	Met
Ptp10D	FBgn0004370	Ptp10D
CG2371	FBgn0030323	Vlet
bif	FBgn0014133	bif
PhKgamma	FBgn0011754	PhKgamma
CG2444	FBgn0030326	CG2444
FucT6	FBgn0030327	FucT6
Amun	FBgn0030328	Amun
CR45618	unknown ID	-
prtp	FBgn0030329	prtp
Tango10	FBgn0030330	Tango10
inaF-D	FBgn0260812	inaF-D
m	FBgn0002577	m
CG9360	FBgn0030332	CG9360
dy	FBgn0004511	dy
Karl	FBgn0030334	Karl
CR44962	unknown ID	-
CkIIbeta	FBgn0000259	CkIIbeta
Hsc70-3	FBgn0001218	Hsc70-3
CG1578	FBgn0030336	CG1578
rudhira	FBgn0266019	rudhira
p24-1	FBgn0030341	p24-1
CG10347	FBgn0030342	CG10347
ATP7	FBgn0030343	ATP7
CG2025	unknown ID	-
CG1847	FBgn0030345	CG1847
CG11802	unknown ID	-
CG15739	FBgn0030347	CG15739
CG10352	FBgn0030348	CG10352
CG10353	FBgn0030349	CG10353
SelG	FBgn0030350	SelG
CG1840	FBgn0030351	CG1840
sicily	FBgn0030352	sicily
wisp	FBgn0260780	wisp
Upf1	FBgn0030354	Upf1
CG43156	FBgn0262686	CG43156
pot	FBgn0250871	pot
CR32661	unknown ID	-
CR43157	unknown ID	-
Sclp	FBgn0030357	Sclp
cac	FBgn0263111	cac
gd	FBgn0000808	gd
fw	FBgn0001083	fw
CG1806	FBgn0030360	CG1806
CG1492	FBgn0030361	CG1492
regucalcin	FBgn0030362	regucalcin
Chrac-16	FBgn0043001	Chrac-16
CG15735	FBgn0030364	Lsm12a
Tango4	FBgn0030365	Tango4
Usp7	FBgn0030366	Usp7
Cyp311a1	FBgn0030367	Cyp311a1
CR43960	unknown ID	-
Ten-a	FBgn0267001	Ten-a
Muc11A	FBgn0052656	Muc11A
CR43961	unknown ID	-
CG34323	FBgn0085352	CG34323
CG12721	FBgn0030373	moon
CR32657	FBgn0052657	lncRNA:CR32657
CG15731	FBgn0030390	CG15731
Rab40	FBgn0030391	Rab40
CG42258	FBgn0259143	CG42258
Cpr11A	FBgn0030394	Cpr11A
Mks1	FBgn0030395	Mks1
CG2556	FBgn0030396	CG2556
snoRNA:Me18S-G894	FBgn0086047	snoRNA:Me18S-G894
hwt	FBgn0264542	hwt
CG11138	FBgn0030400	Pits
LIMK1	FBgn0283712	LIMK1
CG1824	FBgn0030403	CG1824
Sec16	FBgn0052654	Sec16
CG1463	FBgn0030406	CG1463
CG2543	unknown ID	-
CR45621	unknown ID	-
CG11085	FBgn0030408	CG11085
CR44568	unknown ID	-
Aven	FBgn0030410	Aven
CG2540	FBgn0030411	CG2540
Tomosyn	FBgn0030412	Tomosyn
CkIalpha	FBgn0015024	CkIalpha
Tis11	FBgn0011837	Tis11
CR33963	FBgn0053963	lncRNA:CR33963
Smr	FBgn0265523	Smr
CG15725	FBgn0030417	CG15725
CR43963	unknown ID	-
CR45623	unknown ID	-
CG4004	FBgn0030418	CG4004
CR44619	unknown ID	-
ade5	unknown ID	-
CG12717	FBgn0030420	CG12717
CG3812	unknown ID	-
CG32647	FBgn0052647	CG32647
Pde9	FBgn0259171	Pde9
CG4661	FBgn0030429	CG4661
CG32650	FBgn0052650	CG32650
CG32649	FBgn0052649	Coq8
CG4407	FBgn0030431	CG4407
CG4404	FBgn0030432	CG4404
mRpL49	FBgn0030433	mRpL49
Brms1	FBgn0030434	Brms1
CG4645	FBgn0030435	CG4645
fne	FBgn0086675	fne
CG15721	FBgn0030438	CG15721
CG12716	FBgn0030439	CG12716
CG32643	FBgn0052643	CG32643
rad	FBgn0265597	rad
hep	FBgn0010303	hep
lic	FBgn0261524	lic
CG2200	FBgn0030447	CG2200
CG43313	FBgn0263005	Chpf
CG42237	FBgn0250862	CG42237
CG32638	FBgn0052638	CG32638
CG15717	FBgn0030451	CG15717
MFS10	FBgn0030452	MFS10
CG32645	FBgn0052645	CG32645
CG4318	FBgn0030455	CG4318
CG4332	FBgn0030456	CG4332
Bap60	FBgn0025463	Bap60
CG12096	FBgn0030457	CG12096
CG32641	FBgn0052641	CG32641
CG12723	FBgn0030459	CG12723
CG2453	unknown ID	-
sno	FBgn0265630	sno
REG	FBgn0029133	REG
mew	FBgn0004456	mew
CG32639	FBgn0052639	CG32639
CG15742	FBgn0030462	CG15742
comt	FBgn0000346	comt
HDAC4	FBgn0041210	HDAC4
CG15743	FBgn0030465	CG15743
CG15744	FBgn0030466	CG15744
CG1764	FBgn0030467	CG1764
CG1622	FBgn0030468	CG1622
IP3K2	FBgn0283680	IP3K2
CR45018	unknown ID	-
Jafrac1	FBgn0040309	Jafrac1
CR32636	FBgn0052636	lncRNA:CR32636
RpS15Aa	FBgn0010198	RpS15Aa
CG15747	FBgn0030474	CG15747
CG1640	FBgn0030478	CG1640
Rbp1-like	FBgn0030479	Rbp1-like
Tim9a	FBgn0030480	Tim9a
Yippee	FBgn0026749	Yippee
CG1662	FBgn0030481	CG1662
CR44620	unknown ID	-
CG1673	FBgn0030482	CG1673
GstT4	FBgn0030484	GstT4
CG1998	FBgn0030485	CG1998
Set2	FBgn0030486	Set2
Tango13	unknown ID	-
up	FBgn0004169	up
CR44654	unknown ID	-
CG11178	FBgn0030499	CG11178
Ndc80	FBgn0030500	Ndc80
BthD	FBgn0030501	BthD
tth	FBgn0030502	tth
Tango2	FBgn0030503	Tango2
CG2691	FBgn0030504	CG2691
NFAT	FBgn0030505	NFAT
Lig4	unknown ID	-
CG11164	FBgn0030507	CG11164
CG15760	FBgn0030508	CG15760
CG12177	FBgn0030510	CG12177
CG11158	FBgn0030511	CG11158
CG9940	unknown ID	-
Nna1	FBgn0265726	Nna1
CG9941	FBgn0030514	CG9941
mus101	FBgn0002878	mus101
g	FBgn0001087	g
Grip91	FBgn0001612	Grip91
CG11134	FBgn0030518	CG11134
CG11151	FBgn0030519	CG11151
CR42861	unknown ID	-
Pdcd4	FBgn0030520	Pdcd4
CR43833	unknown ID	-
CG32625	FBgn0052625	CG32625
Rtc1	FBgn0020909	Rtc1
Yp3	FBgn0004047	Yp3
rdgB	FBgn0003218	rdgB
CtsB1	unknown ID	-
CG11103	FBgn0030522	CG11103
inaE	FBgn0261244	inaE
CG11095	FBgn0030528	CG11095
Clic	FBgn0030529	Clic
Nup93-1	FBgn0027537	Nup93-1
jub	FBgn0030530	jub
AMPdeam	FBgn0052626	AMPdeam
mamo	FBgn0267033	mamo
CR44655	unknown ID	-
ben	FBgn0000173	ben
Ste12DOR	FBgn0044817	Ste12DOR
CR44657	unknown ID	-
betaNACtes1	FBgn0030538	betaNACtes1
CG13403	FBgn0030544	CG13403
yl	FBgn0004649	yl
CG11590	FBgn0030545	CG11590
l(1)G0007	unknown ID	-
l(1)G0469	FBgn0040153	l(1)G0469
CG11674	FBgn0030551	CG11674
mRpL38	FBgn0030552	mRpL38
CG42271	FBgn0259166	CG42271
Fbxl4	FBgn0030555	Fbxl4
CG1434	FBgn0030554	CG1434
mRNA-cap	FBgn0030556	mRNA-cap
CG32599	FBgn0260482	CG32599
mud	FBgn0002873	mud
Muc12Ea	FBgn0052602	Muc12Ea
CG9400	FBgn0030562	CG9400
betaNACtes2	FBgn0030563	betaNACtes2
betaNACtes6	FBgn0052598	betaNACtes6
dpr8	FBgn0052600	dpr8
betaNACtes3	FBgn0052601	betaNACtes3
CG9411	FBgn0030569	CG9411
CG14414	FBgn0030571	CG14414
mRpS25	FBgn0030572	mRpS25
nmdyn-D6	FBgn0030573	nmdyn-D6
CG9413	unknown ID	-
NetA	FBgn0015773	NetA
NetB	FBgn0015774	NetB
CG43088	FBgn0262534	CG43088
hog	FBgn0266710	hog
Ag5r	FBgn0015010	Ag5r
rut	FBgn0003301	rut
CG14408	FBgn0030581	CG14408
CG14411	FBgn0030582	CG14411
CG14410	FBgn0030583	CG14410
CG14407	FBgn0030584	CG14407
CG32590	FBgn0052590	CG32590
Flo2	FBgn0264078	Flo2
CG9518	FBgn0030590	CG9518
CG12398	FBgn0030596	CG12398
Eo	FBgn0030597	Eo
CG9503	FBgn0030598	CG9503
pdgy	FBgn0027601	pdgy
CR44831	unknown ID	-
CG9030	FBgn0030599	CG9030
eag	FBgn0000535	eag
hiw	FBgn0030600	hiw
be	FBgn0052594	be
CG5541	FBgn0030603	CG5541
ND-B18	FBgn0030605	ND-B18
opm	FBgn0264389	opm
dob	FBgn0030607	dob
Lsd-2	FBgn0030608	Lsd-2
CR44662	unknown ID	-
CR44661	unknown ID	-
CR44960	unknown ID	-
CG33178	FBgn0053178	CG33178
CG9065	unknown ID	-
CG15027	FBgn0030611	CG15027
CG5599	unknown ID	-
Rab3-GEF	FBgn0030613	Rab3-GEF
Cyp4s3	FBgn0030615	Cyp4s3
drd	FBgn0260006	drd
RpL37a	FBgn0030616	RpL37a
CG9095	FBgn0030617	CG9095
CG5877	FBgn0030625	CG5877
CR44429	unknown ID	-
gce	FBgn0261703	gce
CR44961	unknown ID	-
Top1	FBgn0004924	Top1
dah	FBgn0015926	dah
CG9114	FBgn0030628	CG9114
HDAC6	FBgn0026428	HDAC6
CG9123	FBgn0030629	CG9123
CG12608	FBgn0030630	CG12608
CG6227	unknown ID	-
acj6	FBgn0000028	acj6
CG9164	FBgn0030634	CG9164
Cngl	FBgn0263257	Cngl
Scamp	FBgn0040285	Scamp
Ahcy	FBgn0014455	Ahcy
CG11655	FBgn0030638	CG11655
shtd	FBgn0004391	shtd
CG6294	FBgn0030640	CG6294
CG6299	FBgn0030641	CG6299
CG15642	FBgn0030642	CG15642
Grip128	FBgn0026433	Grip128
CG6308	unknown ID	-
mh	FBgn0267977	mh
CG6324	FBgn0030647	CG6324
CG6340	FBgn0030648	CG6340
Gmap	FBgn0027287	Gmap
CR44888	unknown ID	-
Ac13E	FBgn0022710	Ac13E
CG42300	FBgn0259196	CG42300
CG7860	FBgn0030653	CG7860
CG15643	FBgn0030654	CG15643
CG9213	FBgn0030655	CG9213
CG42299	FBgn0259195	CG42299
betaNACtes5	FBgn0262163	betaNACtes5
cerv	FBgn0030657	cerv
CG7872	FBgn0030658	CG7872
CG9215	FBgn0030659	CG9215
CG8097	FBgn0030660	CG8097
CG9220	unknown ID	-
CG8105	unknown ID	-
sog	FBgn0003463	sog
CG15646	FBgn0030665	CG15646
CG12708	FBgn0030666	CG12708
CR43132	unknown ID	-
CG8128	FBgn0030668	CG8128
CG9240	FBgn0030669	CG9240
Pis	FBgn0030670	Pis
CG8134	FBgn0030671	CG8134
CG9281	FBgn0030672	CG9281
CG15601	FBgn0030673	CG15601
CG8184	unknown ID	-
CG8191	FBgn0030675	CG8191
CG12379	FBgn0030676	CG12379
MagR	FBgn0026666	MagR
Arp6	FBgn0011741	Arp6
CG11679	FBgn0030678	CG11679
CG8206	FBgn0030679	CG8206
CG8944	FBgn0030680	CG8944
CCT6	FBgn0027329	CCT6
CG8239	unknown ID	-
Graf	FBgn0030685	Graf
CG8260	FBgn0030684	CG8260
mRpL3	FBgn0030686	mRpL3
CG17209	unknown ID	-
CG33172	FBgn0053172	CG33172
CG43672	FBgn0263747	CG43672
CG43673	FBgn0263748	CG43673
Efhc1.1	FBgn0030691	Efhc1.1
Paf-AHalpha	FBgn0025809	Paf-AHalpha
mRpS30	FBgn0030692	mRpS30
Rhp	FBgn0026374	Rhp
CG8974	unknown ID	-
CR44383	FBgn0265533	CR44383
CG32581	unknown ID	-
CG15602	FBgn0030694	CG15602
PGRP-LE	FBgn0030695	PGRP-LE
sd	FBgn0003345	sd
CR44384	unknown ID	-
Chc	FBgn0000319	Chc
CR32582	FBgn0052582	lncRNA:CR32582
CG8565	FBgn0030697	CG8565
ArgRS	FBgn0027093	ArgRS
CG8578	FBgn0030699	CG8578
sun	FBgn0014391	sun
UBL3	FBgn0026076	UBL3
CG15914	FBgn0030700	CG15914
Myb	FBgn0002914	Myb
AlkB	FBgn0065035	AlkB
Gbeta13F	FBgn0001105	Gbeta13F
Gapdh2	FBgn0001092	Gapdh2
CG16952	FBgn0030701	CG16952
tay	FBgn0260938	tay
MSBP	FBgn0030703	MSBP
CG15916	FBgn0030704	CG15916
shi	FBgn0003392	shi
CycD	FBgn0010315	CycD
CG8909	unknown ID	-
Lcch3	FBgn0010240	Lcch3
CR45000	unknown ID	-
Ranbp16	FBgn0053180	Ranbp16
Stim	FBgn0045073	Stim
CG8924	FBgn0030710	CG8924
Rrp47	FBgn0030711	Rrp47
