BamHSbam_input_1	BamHSbam_input_2	BamHSbam_input_3	BamHSbam_input_4	BamHSbam_polysome_1	BamHSbam_polysome_2	BamHSbam_polysome_3	BamHSbam_polysome_4	BamRNAi_input_1	BamRNAi_input_2	BamRNAi_input_3	BamRNAi_polysome_1	BamRNAi_polysome_2	BamRNAi_polysome_3	TKV_input_1	TKV_input_2	TKV_polysome_1	TKV_polysome_2	youngWT_input_1	youngWT_input_2	youngWT_polysome_1	youngWT_polysome_2
192	19	49	189	90	0	333	184	212	216	495	65	358	400	121	90	431	160	135	426	131	384
0	33	5	1	0	0	0	2	4	3	10	17	0	5	2	2	4	3	0	0	0	0
537	521	559	935	1209	184	898	1037	470	419	720	150	428	762	469	231	550	129	561	798	563	675
181	217	119	231	232	153	300	388	296	359	750	227	621	713	220	153	537	383	224	537	459	902
433	201	316	444	1198	130	477	845	398	347	479	223	505	564	307	172	816	195	311	466	118	674
28	88	0	5	0	0	0	4	15	4	17	0	8	0	1	2	0	5	0	0	0	0
138	123	52	676	521	3	969	665	295	195	477	38	275	993	372	134	311	125	672	1490	405	970
48	131	184	55	191	123	0	44	179	147	196	164	140	61	79	100	129	107	27	39	22	21
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	14	0	0	0	4	11	5	7	0	11	3	6	0	7	0	3	9	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1097	1276	1288	1337	3976	563	2507	1547	1612	1275	2930	371	2003	1803	985	505	1127	299	1090	1484	403	902
0	0	9	11	0	0	31	3	0	3	13	0	0	7	2	1	0	4	6	6	1	0
1052	1036	1497	3746	2134	297	3408	2391	2004	915	4319	173	1271	2386	1067	669	537	305	1572	2624	559	1237
930	917	943	3913	1978	578	4454	2685	2413	1225	4309	627	1438	3724	1374	1015	1124	989	3078	5557	1542	2586
580	1013	781	621	1104	277	1880	1348	849	913	1640	730	1742	1643	652	416	2217	1356	642	1278	406	2305
290	369	493	567	363	76	339	414	348	130	601	4	196	408	149	81	20	0	334	620	127	185
3298	3781	5118	1989	3970	1022	4002	1421	6133	3250	6161	334	2330	1993	1455	1208	682	240	1575	1784	315	528
385	257	376	506	508	58	564	456	261	414	574	125	407	579	218	147	219	107	365	840	74	611
1426	1714	1979	6819	3174	410	6312	6036	2493	1390	3564	418	2139	5102	1797	920	1086	356	3828	6764	1351	2263
1462	1715	1810	2165	2850	344	2588	2124	947	720	1961	247	1505	2069	611	330	705	143	1674	2433	466	1035
0	0	4	1	0	0	21	2	1	9	3	0	2	1	3	8	0	12	0	5	0	0
542	329	252	649	925	4	1411	1017	882	803	899	139	1137	963	502	326	679	220	543	980	152	433
3784	6932	8719	7791	8611	2687	9382	5536	4238	2411	8310	310	1721	5554	2490	1168	1256	201	4757	5286	1522	1844
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	3	46	0	0	6	32	29	87	0	29	27	20	7	0	1	0	1	0	2
1148	1087	948	1894	1984	586	2378	1585	1842	1950	2679	446	2209	2626	1349	718	1646	606	1941	3353	1054	2440
551	618	727	1630	1727	144	2624	1758	850	421	1223	165	1069	1482	539	348	859	164	1033	1957	327	1261
0	0	0	12	26	0	116	15	13	10	8	0	9	66	18	5	40	11	19	106	0	79
0	66	53	28	9	0	76	18	16	1	25	0	0	16	14	1	0	5	48	13	0	0
0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	34	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	20	26	0	22	12	5	3	12	0	5	7	6	3	0	2	12	10	3	0
132	96	242	64	214	48	371	126	614	634	816	393	956	240	74	44	191	91	52	36	0	108
0	0	0	1	0	0	0	1	7	10	1	6	14	2	1	1	0	0	0	4	0	0
578	353	656	186	899	187	159	182	782	1003	767	286	1809	306	163	328	212	391	69	103	6	96
45	0	53	15	0	0	2	33	46	52	104	8	60	32	43	22	63	30	1	12	0	14
4266	7476	9683	6945	6987	2905	13018	4067	4498	2863	6480	473	2779	5562	2191	1166	1414	494	5028	6200	2038	3110
16723	18614	22356	22945	29975	5634	26836	12757	12047	7018	19452	1031	6446	17529	8350	4465	3830	1419	13787	25851	5158	8247
256	454	691	2243	975	268	2693	2378	1230	762	2302	148	723	2113	1005	372	711	105	1666	3162	860	1180
1590	1985	3510	2868	1742	326	4317	2183	2127	1041	4244	134	572	2462	917	374	125	74	1776	3223	145	816
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1	1	0	6	0	0	3	0	0	0	0	0	4	0	0
0	0	2	1	0	0	0	1	1	0	4	0	0	0	0	0	0	0	0	2	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
672	734	757	1086	1813	239	1705	1230	1216	1272	2056	445	1977	1519	695	423	910	376	989	1598	447	1484
396	335	464	436	450	90	507	711	629	633	939	180	779	951	513	337	842	328	601	1015	505	1384
774	606	636	1239	1421	266	1867	1447	1125	614	1433	172	955	1162	543	310	575	170	1126	1892	349	1069
1085	1399	1104	2516	956	322	2549	1367	2641	1244	5140	128	1405	1966	1269	754	492	300	1561	2224	496	869
312	233	208	422	533	1	225	418	382	390	557	143	517	565	282	166	362	156	186	652	66	329
97	73	186	420	673	2	470	613	301	383	509	294	362	588	259	174	470	73	230	645	54	549
44	36	37	44	176	34	0	85	80	87	141	84	158	199	53	44	99	97	46	123	62	140
37	0	16	6	55	0	0	4	57	87	36	76	92	11	3	6	18	48	0	12	0	31
962	1313	1676	1281	2143	471	1288	1235	900	587	1379	191	813	948	482	404	636	173	678	1185	465	381
1616	1301	1391	1170	1589	625	1424	2147	1200	1880	1815	160	1777	1162	728	545	1276	762	726	1294	709	2182
154	106	52	138	107	170	64	138	165	157	222	12	284	218	94	43	200	101	37	170	14	116
371	280	300	441	605	57	487	855	536	671	669	474	870	708	456	274	1073	314	527	633	298	1014
290	307	399	8715	398	21	6818	8350	149	104	301	37	81	5007	1309	376	663	140	7016	8969	2584	2911
1303	1185	1580	2399	2107	270	2624	2013	1892	799	3230	189	992	1887	954	420	694	121	2267	2814	608	1145
103	184	129	51	57	215	193	158	158	85	418	26	157	615	191	63	405	222	147	410	233	1334
336	309	279	213	709	234	436	177	487	373	502	23	429	279	106	103	109	33	248	341	121	222
0	0	0	2	0	0	0	0	0	0	4	0	0	8	1	0	0	0	0	2	0	0
0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
424	330	290	316	900	194	706	399	325	414	773	279	764	485	110	102	249	168	385	337	385	577
0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0
302	332	327	197	191	301	992	205	263	108	506	1	26	216	82	79	13	15	78	156	0	33
0	132	91	200	142	1	218	192	84	81	172	13	71	143	83	42	173	33	143	251	12	221
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0
0	0	13	4	0	0	0	3	1	3	1	0	0	0	0	2	0	0	2	5	0	0
159	16	89	69	321	1	538	102	183	224	232	49	348	117	92	83	228	77	76	92	13	137
67	196	110	153	429	0	144	270	275	258	446	73	424	280	162	85	149	37	183	206	114	142
1761	1021	1451	662	4497	611	1791	718	7403	12359	4282	13012	19750	2457	2572	4550	7184	9705	911	1111	1217	3126
363	171	177	450	316	133	1184	522	332	378	416	212	415	595	278	167	468	230	286	753	140	936
1931	2376	2523	3834	3566	526	5454	2582	2234	2472	4555	291	1983	3235	1899	1004	1683	447	2234	3538	1198	1883
316	385	342	780	1081	132	787	1159	1023	1001	1347	656	1093	1408	816	382	1414	450	915	1339	341	1095
2745	3303	4267	5624	4390	737	8840	3445	4825	2138	10896	360	2022	4167	2245	1187	1105	296	3353	5825	938	1395
33	24	14	12	176	9	0	18	111	164	84	210	200	46	20	39	69	64	17	55	30	138
90	155	279	110	301	197	78	127	566	770	352	286	1040	182	189	203	347	234	154	182	137	240
0	0	0	27	0	0	0	24	1	0	9	0	0	0	0	0	0	0	11	1	0	0
240	1154	1133	466	653	164	881	722	638	276	865	38	168	169	134	109	35	35	144	187	81	2
0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	0	18	133	52	0	74	100	11	10	108	17	3	237	22	7	39	9	81	239	36	145
3	72	53	94	43	1	76	90	101	76	218	0	70	171	59	57	68	25	55	120	44	81
413	169	128	89	304	2	315	218	246	200	488	11	440	294	154	66	250	88	45	43	48	42
244	51	152	225	315	47	477	252	182	213	409	20	331	559	179	79	220	129	429	717	428	1096
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	11	0	0	0	5	2	0	1	0	0	0	2	0	0	0	0	2	0	0
0	0	0	1	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	8	0	0	0	4	6	5	17	0	0	0	4	4	0	0	1	2	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	4	3	0	12	2	0	8	0	0
0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
540	980	1276	420	1243	226	576	437	510	466	704	97	749	199	139	165	125	91	68	115	42	20
25	73	15	8	58	0	0	5	21	31	21	7	43	3	16	10	0	0	14	5	0	0
19	113	44	10	64	44	151	1	26	21	45	0	12	25	0	6	15	0	3	12	0	9
0	0	0	10	0	0	0	4	4	6	3	18	3	0	5	2	48	0	0	1	0	0
995	1267	1469	1288	1990	239	1271	1457	599	749	965	91	1116	889	412	276	574	120	653	832	672	381
1692	2484	3104	1786	2532	939	3910	1118	1541	1479	3036	291	1345	1707	627	417	279	147	794	1505	175	437
0	26	0	0	0	1	0	1	6	0	0	0	7	0	0	0	0	0	0	6	0	0
0	0	9	0	0	0	0	1	61	4	16	0	13	18	0	0	0	0	8	29	0	4
11	0	0	2	0	0	0	7	26	26	67	0	56	24	25	5	0	4	0	4	0	0
100	151	87	903	210	2	1479	596	334	190	491	48	222	905	311	161	256	88	684	1282	441	584
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
213	224	116	121	71	1	383	122	40	32	81	1	3	45	13	10	1	0	23	67	8	37
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
895	1381	2008	1272	1312	600	2320	573	1107	586	2585	55	240	1232	389	231	80	48	849	2094	170	337
570	892	889	1469	1158	117	954	1169	642	364	1003	32	245	886	306	175	269	73	705	1432	189	443
496	455	479	649	1060	69	639	1096	932	944	1060	350	1035	1334	710	410	1316	427	976	1387	309	1024
758	1118	1416	2588	1547	243	2753	3221	1506	561	1628	91	741	1805	906	424	546	105	2432	2575	372	681
53	76	183	476	404	4	950	649	406	300	862	135	448	952	301	179	525	203	627	1331	520	1485
10	9	6	98	143	0	261	100	113	70	299	45	131	220	95	37	133	42	146	271	83	202
0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	0	0	3	0	0	38	1	28	4	75	13	8	30	17	1	3	0	0	15	0	0
0	0	0	1	0	0	0	0	1	4	8	0	0	12	3	0	0	0	0	0	0	0
47	102	127	230	310	18	715	208	185	184	255	55	292	245	202	85	274	163	173	272	53	337
175	24	81	150	125	0	348	297	261	149	331	141	492	400	176	131	388	140	152	350	95	475
393	407	520	1150	914	116	882	877	819	353	1172	154	415	872	307	212	237	72	656	1072	138	298
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3290	3799	4834	6811	4820	2611	9687	2819	4079	2871	11253	487	2301	7716	1879	1203	603	295	6527	14994	1794	3099
5112	6833	9733	5273	3768	1995	8451	2191	2505	1047	4726	128	590	2964	1001	482	281	49	2926	4524	724	927
36	181	128	63	30	0	0	32	20	1	34	0	0	12	7	10	0	0	23	6	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1288	2388	2633	2220	984	899	4125	3397	1802	820	4256	51	240	2352	831	420	270	23	1751	3702	238	291
0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
177	59	85	100	177	0	220	55	171	97	273	10	64	114	70	49	16	16	44	66	35	18
0	0	26	1	0	0	0	1	8	9	9	0	0	3	2	3	0	0	0	0	0	0
456	873	915	812	1436	649	1972	807	914	686	2639	228	1200	1008	336	275	556	186	324	1015	115	299
0	38	35	24	53	0	16	7	21	7	49	12	8	10	16	10	19	0	3	15	8	0
698	836	818	1242	1377	347	2015	1565	1827	1520	3318	663	2176	3288	1446	832	2267	932	2231	4109	1411	4298
408	346	660	1073	750	49	963	799	321	163	530	59	197	407	198	87	135	41	363	640	163	315
60	84	47	572	65	63	345	367	191	112	306	18	20	256	92	31	0	4	153	316	71	122
49	149	106	21	94	0	56	12	37	29	51	1	0	32	15	16	0	9	23	34	2	16
283	191	379	115	382	0	176	142	218	140	268	14	103	155	83	44	91	27	96	127	26	37
59	8	59	18	68	0	31	22	24	8	21	0	31	57	4	18	0	21	18	37	11	107
0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
0	5	24	20	78	80	106	22	16	9	51	17	22	9	14	6	0	0	0	7	0	0
273	306	320	578	977	2	998	926	577	531	742	600	783	701	398	193	1059	406	544	886	413	1270
657	561	370	863	1257	85	1023	993	624	696	796	336	821	971	443	311	592	225	688	1171	228	812
883	1089	927	1639	1371	51	1799	1100	1362	1328	1914	132	1138	1798	688	454	457	211	903	2143	340	823
367	367	298	425	690	91	1320	788	594	654	1071	1747	922	1235	472	282	2031	807	632	1518	892	3870
577	462	372	885	1003	33	1628	967	846	734	1199	393	1043	1216	529	307	946	361	636	1254	387	808
302	211	194	486	639	87	1441	504	756	706	1024	95	825	853	416	227	349	214	374	908	146	818
0	0	48	18	22	34	62	0	6	7	30	0	7	7	2	5	0	0	7	37	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	0	7	3	1	0	41	4	5	15	8	0	0	1	5	5	0	0	15	14	2	0
37	0	1	1	62	0	0	8	26	9	17	0	10	17	0	0	0	12	0	8	1	0
1	8	0	778	27	8	3193	623	1	9	3	2	41	1356	269	184	553	120	0	2384	22	1114
0	13	6	891	45	15	1373	252	2	9	9	0	6	188	0	42	28	18	2	386	1	77
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	21	9	1687	48	15	5715	471	29	22	19	2	31	443	244	73	103	24	9	855	4	307
0	0	0	2	0	0	0	1	1	0	0	0	0	9	0	0	0	0	0	0	0	0
0	0	0	130	0	1	499	111	0	0	1	0	9	291	22	46	85	38	39	508	0	235
0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0	0	3	4	0	0	0	4	3	9	6	0	9	7	7	0	14	0	1	2	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
649	874	1226	2214	1808	283	1660	1975	929	467	1292	91	363	1207	481	269	320	76	1422	1732	467	481
975	1135	813	2431	2092	658	3091	2237	1322	1018	1944	165	1733	2258	947	591	1016	363	1427	2431	873	1891
96	446	320	426	612	3	637	618	496	673	555	496	903	774	393	268	1045	366	680	1041	593	1808
494	553	576	1333	575	442	1230	1185	379	186	696	13	246	951	346	158	137	78	597	1729	122	405
0	0	6	4	0	0	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0
41	60	8	24	32	0	0	38	37	52	35	15	110	34	36	6	22	26	53	82	2	62
148	273	170	458	726	82	726	377	539	613	814	64	830	516	245	181	172	105	209	523	146	224
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
190	169	75	138	146	1	409	120	156	180	284	78	171	359	76	50	135	88	76	333	42	402
91	104	116	60	139	43	106	42	41	51	98	10	37	38	9	16	16	0	12	48	1	17
219	169	279	146	584	133	84	90	176	135	274	33	134	222	118	41	71	67	152	239	101	170
77	209	62	42	0	0	84	42	44	17	146	6	25	74	30	8	43	16	1	10	0	14
403	610	485	1309	808	9	2158	1696	1101	916	1200	120	1573	1471	804	364	1040	410	711	2019	379	1165
1612	1627	1461	2966	4038	416	5784	3597	2413	2232	5007	1216	3731	4267	1718	995	4213	1259	1789	4070	1223	3304
393	829	523	879	1210	423	1524	859	1360	1154	2583	380	1900	1561	895	571	796	482	676	1510	384	943
71	0	0	9	38	0	0	7	30	18	25	8	46	14	2	7	17	14	0	8	0	0
44	0	2	0	0	0	0	0	0	0	0	2	2	5	0	0	0	0	0	1	0	0
33	15	21	107	185	3	352	125	189	175	411	90	508	312	68	62	225	219	64	182	84	387
0	0	0	5	44	1	0	3	1	0	0	0	0	0	1	0	0	0	0	1	0	0
85	113	123	322	540	4	566	411	342	340	529	387	639	531	281	151	600	263	359	560	216	784
536	1204	1568	1702	995	193	1024	1051	1137	351	2388	71	347	1079	491	247	154	74	844	1451	210	246
0	0	9	5	0	0	0	2	7	3	5	0	0	5	1	0	0	0	8	3	0	0
4187	4225	4434	5520	6100	925	10977	5325	6074	5221	10398	2291	6951	7855	3909	2070	5016	2429	5690	9479	1741	7221
1361	1564	2149	767	2430	781	1424	454	2566	974	5217	153	1375	1187	693	501	288	217	668	1193	92	204
0	0	0	1	0	0	0	0	1	0	2	0	0	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
56	30	100	245	113	0	72	140	321	168	636	42	195	312	127	109	60	28	266	499	144	184
856	1512	1484	1467	1450	103	1402	1410	1077	560	1699	68	519	1382	705	343	358	30	1232	1978	347	502
192	48	105	493	554	1	819	536	421	474	560	120	538	574	346	181	479	174	383	764	270	748
623	823	718	585	1334	337	1334	915	964	424	1512	166	609	866	469	226	454	79	664	707	95	428
217	258	338	328	815	61	275	412	476	618	555	172	720	335	293	215	436	167	186	274	95	184
732	701	1051	2246	2135	173	3033	1910	1333	1131	2498	357	1654	2284	972	525	1140	414	1459	2844	612	1673
269	358	484	156	370	144	398	151	374	371	535	96	305	289	106	79	92	38	72	186	48	55
63	70	116	30	155	115	225	27	101	149	117	2	92	59	47	41	0	23	51	137	8	37
14041	10683	12142	14781	32261	3542	28088	16015	15414	19733	26822	9982	34286	20351	10469	7845	18288	10010	8791	19139	6877	22790
0	133	88	60	297	0	0	96	17	12	27	0	27	21	9	10	0	1	9	6	0	8
30324	30407	29705	29149	26357	5309	39094	18590	28680	42947	42127	14289	16118	32653	25573	14655	18952	11477	29468	42662	14132	51981
423	362	821	808	837	293	1270	534	401	394	824	117	385	596	262	149	255	144	238	633	303	437
0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	3	1	4	3	0	0	0	0	0	1	4	2	0	7	0
0	0	0	1	0	0	0	0	2	0	4	0	0	0	0	2	0	0	0	0	0	0
1824	2043	2134	3075	4626	346	3224	2812	3329	3612	3643	853	4314	3246	2237	1743	2713	1113	2143	3529	796	3384
1349	3094	3937	1632	2984	1406	2112	1225	999	610	1616	135	1051	916	402	231	626	201	378	594	234	323
263	323	211	459	586	3	536	542	578	658	1057	640	870	978	431	299	887	641	401	1068	585	2091
695	374	301	804	1537	55	2298	1208	732	718	1554	286	1459	1309	453	237	777	412	595	1087	588	1116
397	185	349	1003	588	31	1351	1233	553	470	833	125	486	1259	447	157	586	101	917	2138	580	1282
0	23	20	5	0	0	0	10	11	11	40	0	9	8	6	2	24	2	5	4	0	0
0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
1732	800	702	899	2548	254	1403	668	2716	1446	2848	355	1996	997	1248	855	750	464	241	419	224	296
0	0	0	0	0	0	0	2	0	3	0	0	0	2	0	0	0	0	0	0	0	0
193	189	139	124	570	193	832	172	538	746	603	210	950	242	279	158	335	325	82	155	0	172
234	116	129	120	585	0	306	150	286	240	423	24	299	244	226	92	170	56	21	97	26	65
524	1057	1448	3014	1930	222	2958	3588	1100	370	1308	88	639	1979	641	373	369	138	2753	2730	1273	1080
101	86	92	61	147	0	107	55	142	85	157	35	87	44	22	51	37	12	99	89	0	48
0	0	4	16	0	80	0	2	3	8	4	0	0	0	2	18	0	0	0	0	0	6
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	3	0	0	0	2	0	2	1	0	0	39	8	19	33	40	6	69	0	417
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
592	1198	1541	748	1318	515	2783	367	1350	860	2457	75	553	1041	438	320	44	70	346	1129	33	368
20508	23991	32567	11116	39925	11546	19474	6221	16022	21922	22608	2316	17607	5635	3763	6700	2825	2793	1852	4017	940	2254
0	0	0	5	0	0	0	4	6	0	4	0	3	0	0	0	0	0	0	2	0	0
235	300	176	684	824	160	716	666	481	239	832	88	463	661	351	152	204	63	338	876	309	404
386	452	360	894	808	335	1148	880	923	639	1289	302	1117	911	634	378	968	437	359	886	170	762
1629	1999	1897	1905	3499	792	5671	2992	1638	1265	4224	379	2432	3639	1047	652	2627	1033	1470	3158	1713	3239
883	1031	1518	2334	2417	264	3618	2716	1052	794	1658	71	984	2038	668	370	591	120	1776	2816	952	1211
323	345	403	554	331	179	732	578	653	627	1171	330	1119	797	422	250	823	398	380	680	217	624
1384	1344	1280	4241	2910	147	4118	4292	3197	1458	4448	465	2422	4123	1990	1099	2426	697	4472	6209	1748	3255
1396	1836	2401	1513	2119	685	2553	1116	1569	647	2547	50	376	1149	522	326	126	42	840	995	308	352
148	271	123	418	454	234	378	401	399	217	687	74	298	366	248	212	236	110	249	412	157	325
157	134	50	393	65	44	651	435	229	191	355	117	356	612	206	115	357	223	201	797	86	702
18	86	58	36	19	25	65	28	194	129	318	3	135	92	138	81	183	8	3	24	0	2
0	0	0	0	0	0	19	1	7	10	3	0	12	2	0	5	0	7	0	1	0	24
138	25	28	371	220	89	285	836	286	545	313	346	460	446	174	123	390	195	250	733	27	937
51	61	17	151	135	0	233	204	177	239	240	91	417	170	86	73	201	59	126	145	6	126
173	175	207	1478	253	99	960	1184	685	318	985	43	284	1227	454	164	260	31	1118	2229	234	449
451	463	591	223	635	168	312	210	885	621	961	67	962	419	177	199	208	76	116	108	83	41
482	728	593	1680	891	235	1824	1168	1204	710	2066	239	1257	1423	710	434	868	191	644	1380	309	734
167	255	241	661	134	178	441	682	821	248	1234	22	349	793	443	261	357	125	529	936	260	537
976	1116	1476	2506	1334	528	2218	1455	833	392	1743	35	386	1534	503	244	284	50	1207	2117	399	531
645	347	424	1619	788	167	1761	969	1204	545	2271	197	1201	1441	680	407	727	202	777	1315	361	685
213	212	241	395	490	190	669	584	711	695	958	1002	1493	1033	487	342	1164	526	554	960	425	1768
679	619	780	1317	1591	244	1833	1012	1686	2576	2498	771	2954	1597	750	604	893	639	625	1866	338	1629
245	140	119	104	40	2	132	160	258	258	381	20	182	253	207	130	216	89	57	197	52	170
9282	13508	17673	11479	12112	5988	20027	3949	10856	6277	43947	998	5665	15539	5213	3423	1977	797	7955	18822	2302	4735
0	0	11	46	15	0	0	17	5	11	15	0	14	8	1	0	0	3	3	1	1	0
842	867	687	777	1388	18	2571	1086	1015	1008	2167	224	1997	1876	686	343	1153	604	576	1128	594	985
183	199	111	529	713	158	592	821	604	493	858	399	1015	1081	556	281	1305	515	695	1212	563	2156
10292	8211	9891	7574	25956	2922	18832	9809	4805	8097	11789	1891	13252	14926	12883	5444	19906	3776	21087	15827	14284	24127
423	371	569	1105	910	3	1340	1468	681	408	909	142	346	1161	508	274	447	62	898	1473	481	793
3909	1829	1937	2647	11553	612	5564	3240	5634	5195	7736	3479	10273	5724	2772	2258	5745	3277	2030	4787	2050	6885
198	81	132	84	321	1	184	257	233	286	319	243	501	400	119	120	388	304	135	274	96	431
676	1117	1047	1471	1438	109	1777	1401	1231	775	1877	213	1121	1367	680	435	499	126	1193	1586	465	570
0	0	0	1	39	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0
37	35	29	201	167	1	109	150	200	146	200	110	242	234	118	79	411	116	131	242	11	398
1510	1521	2017	1516	2107	986	4176	1435	2370	2330	4200	245	2768	2464	1174	706	1163	442	1580	2075	659	1443
569	742	946	2655	2246	410	3729	2610	1887	1188	2915	237	2245	2463	1294	731	2062	526	2140	2900	1033	2047
559	583	482	1140	1493	35	1113	1384	834	661	1303	193	680	1038	646	305	640	134	784	1056	491	575
1460	1511	1423	2768	3256	145	3146	2328	1769	1235	2935	377	1809	2412	1180	587	1249	629	1822	2764	834	2507
5130	11353	18687	2788	4021	2980	11326	2046	6122	2615	8500	239	581	2734	1317	937	165	83	1471	2220	110	344
0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
17	0	38	2	0	0	0	6	10	13	10	0	4	3	8	0	0	0	7	3	1	0
3614	4150	4603	3923	7364	3506	9098	4779	3044	2906	5470	656	3666	4806	2010	1339	1749	1000	2079	4872	1426	4347
0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
